timestamp,vehicle_id,energy_delivered,charge_duration_minutes,total_depot_energy,chargers_in_use,vehicles_queued,depot_lat,depot_lon,depot_h3_cell,service_area_cells,energy_cost
54253.310516591795,72,60.33075665312661,14.479381596750388,60.33075665312661,4,0,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.803747956133074
54640.619709179,81,60.7482177321315,14.579572255711561,121.0789743852581,5,2,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.87158538147137
55013.64295169292,10,61.72355074613647,14.813652179072752,182.8025251313946,5,2,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",10.030076996247177
55071.705249744606,63,60.719376463928654,14.572650351342876,243.52190159532324,5,3,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.866898675388407
55181.50201400358,24,60.176414531008994,14.442339487442158,303.69831612633226,5,4,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.778667361288962
55235.70439895023,67,60.51112418391419,14.522669804139404,364.20944031024646,5,3,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.833057679886057
55514.44908535529,90,60.682595567797954,14.563822936271508,424.8920358780444,5,6,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.860921779767168
55889.97938305568,26,60.85669662241399,14.605607189379358,485.7487325004584,5,12,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.889213201142274
55948.75971784038,53,60.90656028442886,14.617574468262927,546.6552927848873,5,11,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.897316046219691
56052.35046282371,51,60.47558672362078,14.51414081366899,607.1308795085081,5,10,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.827282842588376
56109.276811331125,40,60.66475085978449,14.559540206348277,667.7956303682926,5,10,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.85802201471498
56394.047012552684,48,61.08318938870799,14.659965453289917,728.8788197570005,5,13,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.926018275665049
56775.392039130835,61,61.48699000521877,14.756877601252507,790.3658097622193,5,19,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.99163587584805
56834.12748390028,1,61.48387264304843,14.756129434331623,851.8496824052678,5,21,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.99112930449537
56930.03670096059,42,60.950433203949615,14.628103968947906,912.8001156092174,5,21,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.904445395641813
56986.11883728606,62,60.89180735798172,14.614033765915613,973.6919229671992,5,20,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.894918695672029
57272.0305597665,59,60.971079667625844,14.633059120230202,1034.663002634825,5,24,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.9078004459892
57645.592485115114,97,60.43058652668587,14.503340766404609,1095.0935891615109,5,30,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.819970310586454
57724.37146528601,2,61.822498707342305,14.837399689762153,1156.916087868853,5,31,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",10.046156039943124
57804.15639351166,28,60.70275642715716,14.568661542517718,1217.6188442960101,5,31,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.864197919413039
57871.403909323846,3,61.478130002623786,14.754751200629709,1279.096974298634,5,31,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.990196125426365
58155.37273471127,17,61.343206593387194,14.722369582412925,1340.440180892021,5,36,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.96827107142542
58513.41412244644,87,60.265391481342114,14.463693955522107,1400.705572373363,5,40,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.793126115718094
58603.768330350635,6,61.06922674059901,14.656614417743763,1461.7747991139622,5,40,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.923749345347339
58685.484234527634,79,61.20332229277608,14.68879735026626,1522.9781214067384,5,41,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.945539872576113
58760.14269566791,16,61.71797127389349,14.812313105734438,1584.6960926806319,5,41,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",10.029170332007693
59027.763813518635,41,60.58271380606706,14.539851313456095,1645.2788064866988,5,42,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.844690993485898
59385.708197978056,71,60.57597746747352,14.538234592193644,1705.8547839541723,5,46,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.843596338464447
59475.566132044376,88,60.54151400650959,14.529963361562302,1766.3962979606817,5,46,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.837996026057809
59559.20249291896,92,60.674879054953166,14.56197097318876,1827.071177015635,5,46,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.85966784642989
59635.1934590774,47,60.767414125658895,14.584179390158136,1887.8385911412938,5,46,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.874704795419571
59901.10280581966,0,60.648541132015694,14.555649871683768,1948.4871322733095,5,49,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.855387933952551
60259.3584747952,15,60.67015811230126,14.560837946952303,2009.1572903856108,5,50,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.858900693248955
60350.179059086695,52,60.73700882238316,14.576882117371957,2069.894299207994,5,50,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.869763933637264
60435.152629486925,20,60.82987059499764,14.599168942799432,2130.724169802992,5,50,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.884853971687116
60516.5783871162,14,61.20728666936066,14.689748800646559,2191.9314564723527,5,50,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.946184083771108
60772.36398206963,82,60.504248350692755,14.521019604166261,2252.4357048230454,5,50,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.831940356987573
61152.27128792878,45,62.00783424538773,14.881880218893055,2314.443539068433,5,52,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",10.076273064875506
61221.4585202555,49,60.50551813672274,14.521324352813457,2374.949057205156,5,52,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.832146697217446
61329.156265170575,27,62.08358581136475,14.90006059472754,2437.0326430165205,5,51,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",10.088582694346773
61390.0865429423,78,60.66028859903455,14.558469263768291,2497.692931615555,5,52,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.857296897343115
61667.75929334647,64,62.18022994978003,14.923255187947207,2559.873161565335,5,52,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",10.104287366839255
62030.34208962476,74,60.97713900666553,14.634513361599726,2620.8503005720004,5,51,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.90878508858315
62100.4693095555,25,61.04241592361087,14.650179821666608,2681.8927164956112,5,51,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.919392587586767
62218.62667418922,4,61.7687784040724,14.824506816977378,2743.6614948996835,5,50,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",10.037426490661765
62264.63235303125,21,60.73234792284381,14.575763501482514,2804.3938428225274,5,49,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.86900653746212
62534.64768819802,96,60.200582975802256,14.448139914192542,2864.5944257983297,5,48,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.782594733567867
62906.43089774249,35,60.8395005637309,14.601480135295416,2925.4339263620604,5,48,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",9.886418841606272
62993.433179269006,32,62.01137984121597,14.882731161891833,2987.4453062032762,5,47,41.081023,-81.514202,872ab3ac4ffffff,"['872ab3ac0ffffff', '872ab3ac4ffffff', '872ab3ac6ffffff', '872ab3ac5ffffff', '872ab3af1ffffff', '872ab3ae2ffffff', '872ab3ae3ffffff']",10.076849224197595
